"REGION"|"WBAN_ID"|"STATION_NAME"|"STATE_PROVINCE"|"COUNTY"|"COUNTRY"|"EXTENDED_NAME"|"CALL_SIGN"|"STATION_TYPE"|"DATE_ASSIGNED"|"BEGIN_DATE"|"COMMENTS"|"LOCATION"|"ELEV_OTHER"|"ELEV_GROUND"|"ELEV_RUNWAY"|"ELEV_BAROMETRIC"|"ELEV_STATION"|"ELEV_UPPER_AIR"
"117"|"11711"|"PUERTO PLATO"|||"DOMINICAN REPUBLIC"|||"WB 2ND ORDER"||||||||||
"117"|"11712"|"KINGSTON"|||"JAMAICA"|||"WBO"||||||||||
"117"|"11713"|"NAVASSA ISLAND"||||||"USCG"||||||||||
"117"|"11714"|"GUANTANAMO BAY"|||"CUBA"|||"WB 2ND ORDER"||||||||||
"117"|"11715"|"KINGSTON"|"JAMAICA"||"BWI"|||||||||||||
"117"|"11716"|"PORT AU PRINCE"|||"HAITI"||"KQUX/KQUU"|"USAF"|||"(USAF REQUEST) ?KQUX, KQUU"|||||||
"117"|"11717"|"CAP HAITIEN "|||"HAITI"||"KQUY"||||"?KQUY (AWS REQUEST)"|||||||
"118"|"11801"|"MANAGUA"|||"NICARAQUA"|"LAS MERCEDES"||||||||||||
"118"|"11802"|"PUERTO BARRIOS"|||"GUATEMALA"|||||||||||||
"118"|"11803"|"CORINTO "|||"NICARAQUA"|||"NAS"||||||||||
"118"|"11804"|"GRAND CAYMEN "|||"BWI"|||"NAS"||||||||||
"118"|"11805"|"MANAGUA"|||"NICARAQUA"|||"NAS"||||||||||
"118"|"11806"|"PUERTO CASTILLA"|||"HONDURAS"|||"NAS"||||||||||
"118"|"11807"|"SWAN ISLAND"|||"WEST INDIES"|||"WBO"||||||||||
"118"|"11808"|"BLUEFIELD"|||"NICARAQUA"|||"WB 2ND ORDER"||||||||||
"118"|"11809"|"GRAND CAYMEN "|||"BWI"|||"USCG"||||||||||
"118"|"11810"|"PUERTO CABEZAS"|||"NICARAQUA"|||"WB "||||||||||
"118"|"11811"|"TELA"|||"HONDURAS"|||"WB"||||||||||
"118"|"11812"|"GEORGETOWN"|"GRAND CAYMEN"||"BWI"|||"WB"||||||||||
"118"|"11813"|"GRAND CAYMEN "|||"BWI"|"ROBERTS FIELD"||"WB"||||||||||
"118"|"11814"|"SAN ANDRES ISLAND"|||"COLUMBIA"|||"WB"||||||||||
"118"|"11815"|"BELIZE"|||"BR HONDURAS"|||"WB 2ND ORDER"||||||||||
"118"|"11816"|"CHOLUTECA"|||"HONDURAS"|||"COOP"||||||||||
"118"|"11817"|"TEGUCIGALPA D C"|||"HONDURAS"|||"CA"||||||||||
"118"|"11818"|"BELIZE CITY"|||"BELIZE"|||"WB COOP UA"||||||||||
"118"|"11819"|"CAMP FONSECA/SAN LORENZO"|||"HONDURAS"|||||||||||||
"118"|"11820"|"PALMEROLA AAF"|||"HONDURAS"||" "|"KQHG"||||||||||
"118"|"11821"|"SAN LORENZO"|||"HONDURAS"|||"AF"||||||||||
"118"|"11822"|"CUCUYAGUA"||||||"AF"||||||||||
"118"|"11823"|"LE MASA"|||"HONDURAS"|||"AF"||||||||||
"118"|"11824"|"KQIW"|||"HONDURAS"|||"AF"||||||||||
"119"|"11901"|"GUATEMALA CITY"|||"GUATEMALA"|||||||||||||
"119"|"11902"|"SAN JOSE"|||"GUATEMALA"|||||||||||||
"119"|"11903"|"TACUBAYA D. F."|||"MEXICO"|||"WB"||||||||||
"119"|"11904"|"VERA CRUZ"|||"MEXICO"|||||||||||||
"119"|"11905"|"TAPACHULA"|||"MEXICO"||||||"(CHIS)"|||||||
"119"|"11906"|"ACAPULCO"|||"MEXICO"|||"U/A"||||||||||
"120"|"12001"|"TINDOUF"|||"ALGERIA"|||"AIR FORCE"||||||||||
"121"|"12101"|"ALTAR "|||"MAURITANIA"|||"AAB"||||||||||
"121"|"12102"|"CABO YUBI"|||"RIO DE ORO"|||||||||||||
"121"|"12103"|"VILLA CISNEROS"|||"RIO DE ORO"|||||||||||||
"121"|"12104"|"TENERIFE"|||"CANARY ISLANDS"|"AIR SAMPLE STN"||||||||||||
"127"|"12701"|"CAMAQUEY"|||"CUBA"|||||||||||||
"127"|"12702"|"SOUTH CAICOS ISLAND"|||"BWI"|||||||||||||
"127"|"12703"|"ABRAHAMS BAY"|"MAYAGUANA ISLAND"||"BWI"|||||||||||||
"127"|"12704"|"GREAT EXUMA ISLAND"|||"BWI"|||||||||||||
"127"|"12705"|"CAYO FRANCIS"|||"CUBA"|||"NAS"||||||||||
"127"|"12706"|"GREAT EXUMA   "|||"BAHAMAS"|||"NAS"||||||||||
"127"|"12707"|"WALKER CAY"|||"BWI"|||"NAS"||||||||||
"127"|"12708"|"GRAND TURK"|"TURKS ISLAND"||"BWI"|||"2ND ORDER"||||||||||
"127"|"12709"|"ABRAHAMS BAY"|"MAYAGUANA ISLAND"||"BWI"|||"WBO"||||||||||
"127"|"12710"|"NASSAU"|||"BAHAMAS"|||"WBO"||||||||||
"127"|"12711"|"CAMAGUEY"|||"CUBA"|||"WB "||||||||||
"127"|"12712"|"GRAND BAHAMA"|"GOLD ROCK"||"BAHAMAS"|||||||||||||
"127"|"12713"|"COFFIN HILL"|"ELEUTHRA ISLAND "||"BAHAMA ISLAND"|||||||||||||
"127"|"12714"|"GRAND TURK ISLAND"|||"BAHAMAS"|"AUX AFB"||||||||||||
"127"|"12715"|"FLAMINGO HILL"|"MAYAGUANA ISLAND"||"BWI"|||"AAFB"||||||||||
"127"|"12716"|"SAN SALVADOR ISLAND"|||"BWI"|||"AAFB"||||||||||
"127"|"12717"|"NASSAU"|||"BAHAMAS"|"AIRPORT   "||||||||||||
"128"|"12801"|"SAN ANTONIO"|||"CUBA"|"BATISTA AAB"||||||||||||
"128"|"12802"|"FORT MYERS"|"FL"||"US"|"BUCKINGHAM AAF"||||||||||||
"128"|"12803"|"BOCA RATON"|"FL"||"US"|||"AAF/AWOS"|||"CHG TO AWOS 8/25/05"|||||||
"128"|"12804"|"AVON PARK"|"FL"||"US"|||"AAF"||||||||||
"128"|"12805"|"SEBRING"|"FL"||"US"|"HENDRICKS FIELD"||||||||||||
"128"|"12806"|"TAMPA"|"FL"||"US"|"DREW FIELD"||||||||||||
"128"|"12807"|"BURRWOOD"|"LA"||"US"|||"AAF"||||||||||
"128"|"12808"|"LAKELAND"|"FL"||"US"|||"AAF"||||||||||
"128"|"12809"|"BARTOW"|"FL"||"US"|"BARTOW AP"||"AAF/WBAS"|||"WBAS BEGAN 1964"|||||||
"128"|"12810"|"TAMPA"|"FL"||"US"|"MAC DILL AFB"||||||||||||
"128"|"12811"|"FORT MYERS"|"FL"||"US"|"PAGE FLD"||"AAF"||||||||||
"128"|"12812"|"PUNTA GORDA"|"FL"||"US"|||"AAF"||||||||||
"128"|"12813"|"KISSIMMEE"|"FL"||"US"|||"AAF"||||||||||
"128"|"12814"|"SARASOTA "|"FL"||"US"|||"AAF"||||||||||
"128"|"12815"|"ORLANDO"|"FL"||"US"|"PINECASTLE AAF"|"MCO"|"NWS"||||"28*25'43""N 81*18'58""W"||||||
"128"|"12816"|"* GAINESVILLE"|"FL"||"US"|"ALACHUA AAF & FAA"|"GNV"|||||"29*41'23""N 82*16'19""W"||||||
"128"|"12817"|"KEYSTONE HEIGHTS"|"FL"||"US"|||"AAF"||||||||||
"128"|"12818"|"BROOKSVILLE"|"FL"||"US"||"BKV"|"AAF/EXP"||||"28*28'24""N 82*27'20""W"||||||
"128"|"12819"|"LEESBURG"|"FL"||"US"|||"AAF"||||||||||
"128"|"12820"|"DUNNELLON"|"FL"||"US"|||"AAF"||||||||||
"128"|"12821"|"SAN JULIAN"|||"CUBA"|||"AAB"||||||||||
"128"|"12822"|"CROSS CITY"|"FL"||"US"|||"AAF"||||||||||
"128"|"12823"|"WILLISTON "|"FL"||"US"|"MONTBROOK AAF"||||||||||||
"128"|"12824"|"ORLANDO"|"FL"||"US"|||"AFB"||||||||||
"128"|"12825"|"VENICE"|"FL"||"US"|||"AAF"||||||||||
"128"|"12826"|"HOMESTEAD"|"FL"||"US"|||"AAF"||||||||||
"128"|"12827"|"APALACHICOLA"|"FL"||"US"|||"AAF"||||||||||
"128"|"12828"|"BUSHNELL"|"FL"||"US"|||"AAF"||||||||||
"128"|"12829"|"MIAMI"|"FL"||"US"|||"AAB"||||||||||
"128"|"12830"|"NAPLES"|"FL"||"US"|||"AAF"||||||||||
"128"|"12831"|"ASTOR PARK"|"FL"||"US"|"OCALA BOMB RANGE"||||||||||||
"128"|"12832"|"APALACHICOLA"|"FL"|"FRANKLIN"|"US"||"AQQ"|"WBO/WSO/NWS/ASOS"|"8/3/1998"|"7/31/1998"||"29*44'00""N 85*01'00""W"|"20 FT"|||||
"128"|"12833"|"CROSS CITY"|"FL"|"DIXIE"|"US"||"CTY"|"CAA/FAA"|"3/2/1998"|"2/27/1998"||"29*37'00""N 83*06'00""W"|||"42 FT"|||
"128"|"12834"|"DAYTONA BEACH"|"FL"||"US"||"DAB"|"WBO/NWS"||||"29*10'51""N 81*03'22""W"||||||
"128"|"12835"|"FT MYERS"|"FL"||"US"||"FMY"|"WBO/CAA/FAA"||||"26*35'11""N 81*51'49""W"||||||
"128"|"12836"|"KEY WEST "|"FL"||"US"||"EYW"|"WBAS/NWS"||||"24*33'21""N 81*45'35""W"||||||
"128"|"12837"|"LAKELAND"|"FL"||"US"|||"WBAS"||||||||||
"128"|"12838"|"MELBOURNE"|"FL"|"BREVARD"|"US"|"MELBOURNE INTL AP"|"MLB"|"WBO/FAA/ASOS"|"2/7/2001"|"2/7/2001"|"FAA/ASOS (2/7/2001)"|"28*06'10""N 80*38'45""W"||"25 FT"|"33 FT"|"60 FT"|"27 FT"|
"128"|"12839"|"MIAMI"|"FL"||"US"||"MIA"|"WBAS/NWS"||||"25*47'34""N 80*17'26""W"||||||
"128"|"12840"||||" "|||||||||||||
"128"|"12841"|"ORLANDO"|"FL"||"US"|||"WBO"||||||||||
"128"|"12842"|"TAMPA"|"FL"||"US"||"TPA"|"WBAS/NWS"||||"27*58'31""N 82*32'00""W"||||||
"128"|"12843"|"VERO BEACH"|"FL"|"INDIAN RIVER"|"US"|"VERO BEACH MUNICIPAL AP"|"VRB"|"CAA/FAA/ASOS"|"8/7/2001"|"7/30/2001"|"FAA/ASOS (8/7/2001)"|"27*39'20""N 80*25'05""W"||"19 FT"|"24 FT"|"38 FT"|"28 FT"|
"128"|"12844"|"WEST PALM BEACH"|"FL"||"US"||"PBI"|"WBO/NWS"||||"26*40'58""N 80*05'45""W"||||||
"128"|"12845"|"BANANA RIVER"|"FL"||"US"|||"NAS"||||||||||
"128"|"12846"|"DAYTONA BEACH"|"FL"||"US"|||"NAS"||||||||||
"128"|"12847"|"DELAND"|"FL"||"US"|||"NAS"||||||||||
"128"|"12848"|"DINNER KEY"|"FL"||"US"|||"NAS"||||||||||
"128"|"12849"|"FORT LAUDERDALE"|"FL"||"US"|" "|"FLL"|"NAS/FAA"||||"26*04'19""N 80*09'13""W"||||||
"128"|"12850"|"KEY WEST "|"FL"||"US"|||"NAS"||||||||||
"128"|"12851"|"MELBOURNE"|"FL"||"US"|||"NAS"||||||||||
"128"|"12852"|"MIAMI"|"FL"||"US"|||"NAS"||||||||||
"128"|"12853"|"RICHMOND"|"FL"||"US"|||"NAS"||||||||||
"128"|"12854"|"SANFORD"|"FL"|"SEMINOLE"|"US"|"ORLANDO SANFORD AP"|"SFB"|"NAS/FAA/ASOS"|"2/25/1999"|"2/24/1999"||"28*46'47""N 81*14'37""W"|||"55 FT"|||
"128"|"12855"|"VERO BEACH"|"FL"||"US"|||"NAS"||||||||||
"128"|"12856"|"SANTA FE"|||"CUBA"|||"NAS"||||||||||
"128"|"12857"|"SAN JULIAN"|||"CUBA"|||"NAS"||||||||||
"128"|"12858"|"KEY WEST "|"FL"||"US"|||"WBO"||||||||||
"128"|"12859"|"MIAMI"|"FL"||"US"|||"WBO"||||||||||
"128"|"12860"|"MONTSERRAT CIENFUEGOS"|||"CUBA"|||"2ND ORDER"||||||||||
"128"|"12861"|"OCALA"|"FL"||"US"||"OFC"|"SAWRS"|||"OFC  *WAS AN OCALA 2ND ORDER 1950-66 COULD FIND NO WBAN # ASSOCIATION-GAVE 12861 TO CURRENT AP  AVL 9/93"|||||||
"128"|"12862"|"DUNNELLON"|"FL"||"US"|||"WBO"||||||||||
"128"|"12863"|"BURRWOOD"|"LA"||"US"|||"WBO"||||||||||
"128"|"12864"|"HAVANA"|||"CUBA"|||"WBO"||||||||||
"128"|"12865"|"WEST PALM BEACH"|"FL"||"US"|"MORRISON FLD"||||||||||||
"128"|"12866"|"MERIDA"|"YUC"||"MEXICO"|||"WB"||||||||||
"128"|"12867"|"COCOA"|"FL"||"US"|"JOINT LONG RANGE PVG GND"||||||||||||
"128"|"12868"|"CAPE CANAVERAL"|"FL"||"US"|"CAPE KENNEDY"||||||||||||
"128"|"12869"|"ARCADIA "|"FL"||"US"|||"WB"||||||||||
"128"|"12870"|"BELLE GLADE"|"FL"||"US"|||"WB"||||||||||
"128"|"12871"|"BRADENTON"|"FL"|"SARASOTA"|"US"|"BRADENTON INTL AP"|"SRQ"|"WB/FAA/ASOS"|"4/22/1999"|"3/18/1999"||"27*24'05""N 82*33'31""W"|||"28 FT"|||
"128"|"12872"|"CLEWISTON"|"FL"||"US"|||"WB"||||||||||
"128"|"12873"|"ST PETERSBURG"|"FL"||"US"||"SPG"|"WB"||||"27*45'53""N 82*37'39""W"||||||
"128"|"12874"|"TITUSVILLE"|"FL"||"US"|||"WB"||||||||||
"128"|"12875"|"WAUCHULA"|"FL"||"US"|||"WB"||||||||||
"128"|"12876"|"WINTER HAVEN"|"FL"|"POLK"|"US"|"GILBERT AP"|"GIF"|"WB/ASOS"|"6/29/1995"|"6/30/1995"|"NO NCDC DATA FOR WH/WB USING 76 FOR WINTER HAVEN AP (GIF) ASOS"|"28*04'00""N 81*45'00""W"|||"144 FT"|||
"128"|"12877"|"CABO SAN ANTONIO"|||"CUBA"|||"WB"||||||||||
"128"|"12878"|"MERIDA"|||"MEXICO"|"INT APT"||"WB"||||||||||
"128"|"12879"|"CAPE SAN BLAS"|"FL"||"US"|"SITE D-3"||||||||||||
"128"|"12880"|"DELTA SEVEN  MARGO ISLAND"|"FL"||"US"|||||||||||||
"128"|"12881"|"VALKARIA"|"FL"||"US"|"APT/PAA STA"||||||||||||
"128"|"12882"|"OPA-LOCKA"|"FL"||"US"|||"AFS"||||||||||
"128"|"12883"|"LAKELAND"|"FL"||"US"|||"WBAS"||||||||||
"128"|"12884"|"BOOTHVILLE"|"LA"||"US"|||"WBO"||||||||||
"128"|"12885"|"FT LAUDERDALE"|"FL"|"BROWARD"|"US"|"EXEUCTIVE APT"|"EXE"|"FAA/ASOS"|"6/25/1998"|"6/24/1998"||"26*11'49""N 80*10'15""W"|||"14 FT"|||
"128"|"12886"|"KSC - TITUSVILLE"|"FL"||"US"|"SHUTTLE APT"|"TTS"|"FAA/AWOS"|"4/24/2005"||"TTS - AWOS ASSINGED 04/24/05"|||||||
"128"|"12887"||||" "|||||||||||||
"128"|"12888"|"TAMIAMI/NEW"|"FL"|"DADE"|"US"|"KENDALL-TAMIAMI EXECUTIVE AP"|"TMB"|"FAA/ASOS"|"6/18/1998"|"6/17/1998"||"25*38'51""N 80*25'59""W"|||"10 FT"|||
"128"|"12889"|"ASTOR      "|"FL"||"US"|"PINECASTLE WARFARE RANGE"||||||||||||
"128"|"12890"|"GULF MAIN PASS*"|"LA"||"US"||"P21"|"AMOS"||||||||||
"128"|"12891"|"DRY TORTUGAS"|"FL"||"US"||"P73"|||||||||||
"128"|"12892"|"CAPE CANAVERAL *"|"FL"||"US"|||"AFS"|||"PURGED AVL 9/1993 SEE 12868   X68 SEE 12886"|||||||
"128"|"12893"|"JUPITER"|"FL"||"US"|||||||||||||
"128"|"12894"|"FT MYERS"|"FL"||"US"|"SW FL REGIONAL APT"||||||||||||
"128"|"12895"|"FT PIERCE"|"FL"|"ST. LUCIE"|"US"|"ST LUCIE COUNTY INTL APT "|"FPR"|"SAWRS/FAA/ASOS"|"7/28/1999"|"7/28/1999"|"FAA/ASOS (7/28/1999)"|"27*29'53""N 80*22'36""W"|||"26 FT"|||
"128"|"12896"|"MARATHON"|"FL"||"US"|" "|"MTH"|"SAWRS/EXP"||||"24*43'33""N 81*03'06""W"||||||
"128"|"12897"|"NAPLES"|"FL"|"COLLIER"|"US"|"NAPLES MUNI AP"|"APF"|"SAWRS/FAA/ASOS"|"3/27/2002"|"3/26/2002"|"FAA/ASOS (3/27/2002)"|"26*09'09""N 81*46'30""W"||"8 FT"|"9 FT"|"21 FT"|"23 FT"|
"128"|"12898"|"TITUSVILLE"|"FL"||"US"|"SPACE CTR EXEC AP"|"TIX"|"SAWRS-FAA/AWOS 5/13/05"|"5/12-13/05"||"AWOS 5/12/05"|||||||
"128"|"12899"|"MIAMI"|"FL"||"US"|"RICHMOND HTS"|"KAMX"|"NEXRAD"||||||||||
"129"|"12901"|"FORT CROCKETT"|"TX"||"US"|||||||||||||
"129"|"12902"|"FORT SAM HOUSTON"|"TX"||"US"|||||||||||||
"129"|"12903"|"HONDO"|"TX"||"US"|||"AAF"||||||||||
"129"|"12904"|"HARLINGEN"|"TX"||"US"|||"AAF"||||||||||
"129"|"12905"|"GALVESTON"|"TX"||"US"|||"AAF"||||||||||
"129"|"12906"|"HOUSTON"|"TX"||"US"|"ELLINGTON FIELD"|"EFD"|"AWOS"|"8/26/2005"||"08/26/05 AWOS"|||||||
"129"|"12907"|"LAREDO"|"TX"||"US"|||"AAF"||||||||||
"129"|"12908"|"MISSION"|"TX"||"US"|"MOORE FIELD"||||||||||||
"129"|"12909"|"SAN ANTONIO"|"TX"||"US"|"KELLY FIELD"||"AFB"||||||||||
"129"|"12910"|"SAN MARCOS"|"TX"||"US"|||"AAF"||||||||||
"129"|"12911"|"SAN ANTONIO/UNIVERSAL CITY"|"TX"||"US"|"RANDOLPH FIELD"|"RND"|"AFB/FAA/AWOS"|"5/15/2005"||"AWOS 5/17/05"|||||||
"129"|"12912"|"VICTORIA"|"TX"||"US"|"FOSTER FIELD"|"VCT"|"NWS"||||"28*51'08""N 96*55'06""W"||||||
"129"|"12913"||||"US"|||||||||||||
"129"|"12914"|"VICTORIA"|"TX"||"US"|"ALOE FIELD"||"AAF"||||||||||
"129"|"12915"|"BROWNSVILLE"|"TX"||"US"|"FORT BROWN"||||||||||||
"129"|"12916"|"NEW ORLEANS"|"LA"||"US"|"MOISANT"|"MSY"|"NWS"||||"29*59'34""N 90*15'20""W"||||||
"129"|"12917"|"PORT AUTHUR"|"TX"||"US"|"JEFFERSON CO APT"|"BPT"|"WB/NWS"||||"29*57'02""N 94*01'14""W"||||||
"129"|"12918"|"HOUSTON"|"TX"||"US"|"MUN APT"||"WB"||||||||||
"129"|"12919"|"BROWNSVILLE"|"TX"||"US"||"BRO"|"WBAS/WB/NWS"||||"25*54'23""N 97*25'32""W"||||||
"129"|"12920"|"LAREDO"|"TX"||"US"|"MUN APT"||"WB"||||||||||
"129"|"12921"|"SAN ANTONIO"|"TX"||"US"|"APT  "|"SAT"|"WB/NWS"||||"29*32'00""N 98*28'10""W"||||||
"129"|"12922"|"VICTORIA"|"TX"||"US"|"ALOE"||"WB"||||||||||
"129"|"12923"|"GALVESTON"|"TX"||"US"|"MUN APT"||"WB"||||||||||
"129"|"12924"|"CORPUS CHRISTI"|"TX"||"US"|"CLIFF MAUS"|"CRP"|"WB/NWS"||||"27*46'12""N 97*30'03""W"||||||
"129"|"12925"|"BEEVILLE"|"TX"||"US"|||"NAS"||||||||||
"129"|"12926"|"CORPUS CHRISTI"|"TX"||"US"|||"NAS"||||||||||
"129"|"12927"|"HOUMA"|"LA"||"US"|||"NAS"||||||||||
"129"|"12928"|"KINGSVILLE"|"TX"||"US"|||"NAS"||||||||||
"129"|"12929"|"HITCHCOCK"|"TX"||"US"|||"NAS"||||||||||
"129"|"12930"|"NEW ORLEANS"|"LA"||"US"|||"WBO"||||||||||
"129"|"12931"|"SAN ANTONIO"|"TX"||"US"|"BROOKS AFB"||||||||||||
"129"|"12932"|"ALICE"|"TX"|"JIM WELLS"|"US"|"ALICE INTL AP"|"ALI"|"WB/FAA/ASOS"|"1/11/2001"|"1/10/2001"|"FAA/ASOS (1/11/2001)"|"27*44'27""N 98*01'38""W"|"178 FT"|||||
"129"|"12933"|"BEEVILLE"|"TX"||"US"|||"2ND ORDER"||||||||||
"129"|"12934"|"BROWNSVILLE"|"TX"||"US"||"WBO"|||||||||||
"129"|"12935"|"PALACIOS"|"TX"|"MATAGORDA"|"US"|"PALACIOS MUNICIPAL AP"|"PSX"|"CAA/FAA/ASOS"|"10/18/2000"|"10/18/2000"|"FAA/ASOS (10/18/2000)"|"28*43'39""N 96*15'03""W"|||"15 FT"|||
"129"|"12936"|"PATTERSON"|"LA"||"US"|"HARRY P WILLIAMS MEM AP"|"PTN"|"2ND ORDER/AWOS"||||||||||
"129"|"12937"|"RAYMONDVILLE"|"TX"||"US"|||"2ND ORDER"||||||||||
"129"|"12938"|"SAN ANTONIO"|"TX"||"US"|||"WBO"||||||||||
"129"|"12939"|"YOAKUM"|"TX"||"US"|||"CAA"||||||||||
"129"|"12940"|"CORPUS CHRISTI"|"TX"||"US"|||"WBO"||||||||||
"129"|"12941"|"CRYSTAL CITY"|"TX"||"US"|||"2ND ORDER"||||||||||
"129"|"12942"|"NEW ORLEANS"|"LA"||"US"|"ALVIN CALLENDER"||||||||||||
"129"|"12943"|"PORT AUTHUR"|"TX"||"US"|||"WBO"||||||||||
"129"|"12944"|"GALVESTON"|"TX"||"US"||"GLS"|"WBO/FAA"||||"29*15'54""N 94*51'37""W"||||||
"129"|"12945"|"HOUSTON"|"TX"||"US"|||"WBO"||||||||||
"129"|"12946"|"CORPUS CHRISTI"|"TX"||"US"|"CABANISS FIELD NAVAL OUTLYING FIELD"|"NGW"|"NAS/ASOS"||||||||||
"129"|"12947"|"COTULLA"|"TX"|"LA SALLE"|"US"|"LA SALLE COUNTY AP"|"COT"|"CAA/FAA/ASOS"|"1/11/2011"|"1/10/2001"|"FAA/ASOS (1/11/2011)"|"28*27'29""N 99*13'12""W"|"471 FT"|||||
"129"|"12948"|"CUIDAD VICTORIA TAMS"|||"MEXICO"|||"WB"||||||||||
"129"|"12949"|"ANAHUAC"|"TX"||"US"|||"WB"||||||||||
"129"|"12950"|"COLUMBUS"|"TX"||"US"|||"WB"||||||||||
"129"|"12951"|"GEORGE WEST"|"TX"||"US"|||"WB"||||||||||
"129"|"12952"|"GONZALES"|"TX"||"US"|||"WB"||||||||||
"129"|"12953"|"WHARTON"|"TX"||"US"|||"WB"||||||||||
"129"|"12954"|"SAN ANTONIO"|"TX"||"US"|"LACKLAND AFB"||||||||||||
"129"|"12955"|"SOTO LA MARINA"|||"MEXICO"|||||||||||||
"129"|"12956"|"MATAGORDA ISLAND"|"TX"||"US"|||"AF"||||||||||
"129"|"12957"|"PORT ISABEL"|"TX"|"CAMERON"|"US"|"PORT ISABEL CAMERON CNTY AP"|"T31/PIL"|"NAAS/FAA/ASOS"|"9/18/1998"|"9/17/1998"|"T31 CHANGED TO PIL"|"26*09'57""N 97*20'45""W"|||"19 FT"|||
"129"|"12958"|"NEW ORLEANS"|"LA"||"US"|"ALVIN CALLENDER"||"NAS"||||||||||
"129"|"12959"|"MCALLEN "|"TX"||"US"||"MFE"|"FAA "||||"26*10'31""N 98*14'18""W"||||||
"129"|"12960"|"HOUSTON"|"TX"||"US"|"INCON APT"|"IAH"|"NWS"||||"29*59'49""N 95*20'22""W"||||||
"129"|"12961"|"KERRVILLE"|"TX"||"US"|||||||||||||
"129"|"12962"|"HONDO"|"TX"||"US"|||"WSMO"||||||||||
"129"|"12963"|"TENECO OIL PLATFORM*"|"LA"||"US"||"P00"|"AMOS"||||||||||
"129"|"12964"|"GULF VERMILION*"|"LA"||"US"||"P22"|"AMOS"||||||||||
"129"|"12965"|"GULF VERMILION*SOUTH*"|"LA"||"US"||"P25"|"AMOS"||||||||||
"129"|"12966"|"GULF SOUTH TIMBER"|"LA"||"US"||"P26"|"AMOS"||||||||||
"129"|"12967"|"GULF WEST*"|"LA"||"US"||"P30"|"AMOS"||||||||||
"129"|"12968"|"SALT POINT*"|"LA"|"ST. MARY"|"US"||"P92"|"AMOS/NWS/ASOS"|"5/13/1998"|"5/5/1998"||"29*34'00""N 91*32'00""W"|"2 FT"|||||
"129"|"12969"|"HOUSTON"|"TX"||"US"|"LAKESIDE APT"|"IWS"|"SAWRS"||||||||||
"129"|"12970"|"SAN ANTONIO"|"TX"||"US"|"STINSON MUNI AP"|"SSF"|"FAA/ASOS"|"5/14/1998"|"5/13/1998"||"29*20'12""N 98*28'15""W"|"577 FT"|||||
"129"|"12971"|"AUSTIN-SAN ANTONIO RDA"|"TX"|"GUADELUPE"|"US"|"NEW BRAUNFELS MUNI APT"|"EWX/35R/BAZ"|"NEXRAD/WFO/FAA"|"10/8/1998"|"2/29/1996"||"29*43'00""N 98*03'00""W"|"640 FT"|||||
"129"|"12972"|"ROCKPORT"|"TX"|"ARANSAS"|"US"|"ARANSAS COUNTY AP"|"RPK"|"ASOS"|"3/4/1996"|"2/29/1996"|"RKP (ALIAS: SAN JOSE ISLAND AP)"|"28*05'00""N 97*03'00""W"|"22 FT"||"25 FT"|||
"129"|"12973"|"CORPUS CHRISTI"|"TX"||"US"|"WALDRON OLF-NAVY"|"KNVT"|"ASOS"||||||||||
"129"|"12974"|"ORANGE GROVE"|"TX"||"US"|"AUX LANDING FLD-NAVY"|"KNOG"|"ASOS"||||||||||
"129"|"12975"|"HOUSTON"|"TX"|"BRAZORIA"|"US"|"CLOVER FLD"|"T02/LVJ"|"ASOS"|"4/22/1997"|"4/10/1997"|"T02 CHANGED TO LVJ"|"29*31'16""N 95*14'25""W"|||"44 FT"|||
"129"|"12976"|"ANGLETON/LAKE JACKSON"|"TX"|"BRAZORIA"|"US"|"BRAZORIA COUNTY APT"|"LBX"|"ASOS/FAA"|"5/14/1998"|"5/13/1999"||"29*06'35""N 95*27'43""W"|"25 FT"|||||
"129"|"12977"|"HOUSTON"|"TX"|"FORT BEND"|"US"|"SUGAR LAND MEMORIAL/HULL FIELD"|"SGR"|"ASOS/FAA/ASOS"|"12/28/2000"|"12/28/2000"|"FAA/ASOS (12/28/2000)"|"29*37'20""N 95*39'23""W"|||"82 FT"|||
"129"|"12978"|"LAGRANGE"|"TX"||"US"|"FAYETTE RGNL AP"|"3T5"|"AWOS"||||||||||
"129"|"12979"|"SAN MARCOS"|"TX"||"US"|"SAN MARCOS MUNI AP"|"HYI"|"AWOS"||||||||||
"129"|"12980"|"WESLACO"|"TX"||"US"|"WESLACO MID VALLEY AP"|"T65"|"AWOS"||||||||||
"129"|"12981"|"BAY CITY"|"TX"||"US"|"BAY CITY MUNICIPAL AP"|"3R1 / BYY"|"AWOS"|||"3R1 CHGD CALL SIGN TO BYY 3/27/03"|||||||
"129"|"12982"|"FALFURRIAS"|"TX"||"US"|"BROOKS COUNTY AP"|"T18"|"AWOS"||||||||||
"129"|"12983"|"EDINBURG"|"TX"||"US"|"INTERNATIONAL AP"|"25R / EBG"|"AWOS"|||"25R CHANGED TO EBG"|||||||
"129"|"12984"|"ROBSTOWN"|"TX"||"US"|"NUECES COUNTY AP"|"T53 / RBO"|"AWOS"|||"T53 CHANGED TO RBO"|||||||
"129"|"12985"|"UVALDE"|"TX"||"US"|"GARNER FIELD AP"|"UVA"|"AWOS"||||||||||
